band	state	site	box	year	date	class	age	sex	experiment	treatment	cap_num	b_cort	s_cort	d_cort	a_cort	inj_type	ss_type	b_lat	s_lat	d_a_lat	b_gluc	s_gluc	d_gluc	a_gluc	stage	post_trt	mass	bhead	fwing	massd15	time_start	notes
263114108	NY	CU4	103	2016	153	adult	ASY	F	CORT_Dose	CORT_6d	2	49.99				Dex_or_nothing	B_S_D	120			247				late_inc	yes	20				442	
263114110	NY	CU4	68	2016	154	adult	ASY	F	Stressor	High_Tape	1	3.36	7.84	10.14		Dex_or_nothing	B_S_D	150	36	34	236	260			early_inc	no	24.5	28.8	121		579	
263114114	NY	CU4	90	2016	152	adult	ASY	F	CORT_Dose	CORT_6d	1	2.02	17.3	12.18		Dex_or_nothing	B_S_D	90	34	33	101	276			early_inc	no	23.5	28.5	120		522	
263114114	NY	CU4	90	2016	159	adult	ASY	F	CORT_Dose	CORT_6d	2	78.88				Dex_or_nothing	B_S_D	170			219				late_inc	yes	20.5				470	
263114114	NY	CU4	90	2016	166	adult	ASY	F	CORT_Dose	CORT_6d	3	69.17	35.37	50.93		Dex_or_nothing	B_S_D	120	31	30	221	290			provision	yes	18.3	27	121		556	
263114115	NY	CU4	82	2016	159	adult	AHY	M	Stressor	Mate_Control	1	2.38	19.1	8.02		Dex_or_nothing	B_S_D	160	32	31	205	177			provision	no	20.5	28.8	119		582	
263114118	NY	CU4	66	2016	163	adult	AHY	M	Stressor	Mate_Predator	1	10.57	22.24	8.31		Dex_or_nothing	B_S_D	180	35	31	268	268			provision	no	20	28.6	125		471	
263114121	NY	CU4	72	2016	163	adult	AHY	M	CORT_Dose	Mate_CORT_3d	1	7.2	46.51	26.04		Dex_or_nothing	B_S_D	150	31	31	238	242			provision	no	20.5	28.9	123		512	
263114147	NY	CU4	65	2016	156	adult	AHY	M	Stressor	Mate_Control	1	1.83	22.35	13.03		Dex_or_nothing	B_S_D	90	33	33	201	199			provision	no	21.5	28.5	116		495	accidentally caught male on 6/4/2016
263114162	NY	CU2	107	2016	159	adult	AHY	M	Stressor	Mate_Predator	1	4.29	25.68	16.55		Dex_or_nothing	B_S_D	150	39	30	194	230			provision	no	18.6	29.2	119		572	
263114244	NY	CU2	71	2016	159	adult	AHY	M	CORT_Dose	Mate_CORT_3d	1	2.25	33.12	3.88		Dex_or_nothing	B_S_D	90	35	50	173	220			provision	no	19.7	28.6	122		467	
263114278	NY	CU2	108	2016	159	adult	AHY	M	CORT_Dose	Mate_CORT_6d	1	3.62	47.86	25.44		Dex_or_nothing	B_S_D	120	43	33	213	219			provision	no	19.6	29.9	121		499	
263114336	NY	CU4	75	2016	162	adult	ASY	F	Stressor	Medium_Tape	1	1.01	89.92	17.86		Dex_or_nothing	B_S_D	60	34	31	212	191			early_inc	no	19	27.7	118		452	
263114341	NY	CU2	118	2016	152	adult	AHY	M	Stressor	Mate_Low_Tape	1	0.83	23.38	10.65		Dex_or_nothing	B_S_D		35	32		188			provision	no	22.5	29.5	124		512	
263126901	AK	Long_Lake	47.5	2016	184	adult	AHY	M	Stressor	Mate_Low_Tape	1	2.19	54.36	14.61		Dex_or_nothing	B_S_D	65	33	31	221	186			provision	no	19.75	28.5	119.5		462	
263126902	AK	Long_Lake	22	2016	184	adult	ASY	F			1	0.49				Dex_or_nothing	B_S_D	80			206				early_inc	no	19.25	26.8	116		485	brood patch not seen
263126903	AK	Long_Lake	23	2016	184	adult	AHY	M			1	1.61				Dex_or_nothing	B_S_D	105			190				provision	no					495	Escaped after baseline bleed; caught in violet green nest escaped at 8:22
263126904	AK	Long_Lake	26	2016	189	adult	AHY	M	Stressor	Mate_Predator	1	0.92	81.09	9.9		Dex_or_nothing	B_S_D	75	32	31	162	222			provision	no	19.5	27.9	119		508	
272107201	NY	CU2	114	2016	141	adult	ASY	F	Stressor	Control	1	0.8	47.25	13.78		Dex_or_nothing	B_S_D	50	31	34	229	206			early_inc	no	20	29.1	118.5		548	Abandoned
272107202	NY	CU2	53	2016	141	adult	SY	F	Stressor	Low_Tape	1	3.28	85.69	13.38		Dex_or_nothing	B_S_D	85	35	32	191	317			early_inc	no	19.5	28.3	118		437	
272107202	NY	CU2	53	2016	147	adult	SY	F	Stressor	Low_Tape	2	1.47				Dex_or_nothing	B_S_D	150			234				late_inc	yes	20.75				470	
272107202	NY	CU2	53	2016	157	adult	SY	F	Stressor	Low_Tape	3	2.35	34.18	4.45		Dex_or_nothing	B_S_D	120	33	31	194	264			provision	yes	18.6	28.6	117		491	
272107203	NY	CU2	10	2016	143	adult	SY	F	Stressor	Low_Tape	1	1.17	23.83	6.82		Dex_or_nothing	B_S_D	110	38	36	123	210			early_inc	no	20.5	29.3	116		442	
272107204	NY	CU2	71	2016	143	adult	ASY	F	CORT_Dose	CORT_3d	1	0.81	20.49	3.36		Dex_or_nothing	B_S_D	125	34	35	207	230			early_inc	no	20.75	29	117		460	
272107204	NY	CU2	71	2016	149	adult	ASY	F	CORT_Dose	CORT_3d	2	38.37				Dex_or_nothing	B_S_D	150			196				late_inc	yes	23.2				440	
272107204	NY	CU2	71	2016	159	adult	ASY	F	CORT_Dose	CORT_3d	3	11.49	9.72	10.33		Dex_or_nothing	B_S_D	160	38	41	251	238			provision	yes	18.4	28.6	116		445	
272107205	NY	CU2	105	2016	143	adult	SY	F	Stressor	Predator	1	2.49	36	11.35		Dex_or_nothing	B_S_D	140	34	30	243	270			early_inc	no	19.25	27.7	115		506	
272107205	NY	CU2	105	2016	149	adult	SY	F	Stressor	Predator	2	1.98				Dex_or_nothing	B_S_D	105			256				late_inc	yes	17.5				534	
272107205	NY	CU2	105	2016	158	adult	SY	F	Stressor	Predator	3	3.07	23.6	16.36		Dex_or_nothing	B_S_D	165	37	32	251	279			provision	yes	16.7	27.6	113		522	
272107206	NY	CU2	107	2016	144	adult	SY	F	Stressor	Predator	1	0.89	28.16	6		Dex_or_nothing	B_S_D	90	33	35	200	238			early_inc	no	21.5	28.1	113		447	"second microbe sample in box 1, C8"
272107206	NY	CU2	107	2016	150	adult	SY	F	Stressor	Predator	2	0.68				Dex_or_nothing	B_S_D	130			187				late_inc	yes	21				425	
272107206	NY	CU2	107	2016	159	adult	SY	F	Stressor	Predator	3	4.47	11.83	4.72		Dex_or_nothing	B_S_D	180	37	34	156	283			provision	yes	19.3	28.1	115		544	
272107207	NY	CU2	33	2016	144	adult	SY	F	Stressor	Control	1	1.65	17.56	10.85		Dex_or_nothing	B_S_D	150	34	31	199	260			early_inc	no	19.75	28.3	118		522	
272107207	NY	CU2	33	2016	150	adult	SY	F	Stressor	Control	2	2.86				Dex_or_nothing	B_S_D	180			214				late_inc	no	20.75				847	
272107207	NY	CU2	33	2016	158	adult	SY	F	Stressor	Control	3	1.22	15.75	10.36		Dex_or_nothing	B_S_D	110	30	30	221	270			provision	no	17.5	28.2	117		562	
272107208	NY	CU2	72	2016	145	adult	SY	F	CORT_Dose	CORT_3d	1	1.76	17.96	12.9		Dex_or_nothing	B_S_D	125	35	33	207	211			early_inc	no	22	28.8	119		445	
272107208	NY	CU2	72	2016	151	adult	SY	F	CORT_Dose	CORT_3d	2	24.56				Dex_or_nothing	B_S_D	110			171				late_inc	yes	19.5				521	
272107208	NY	CU2	72	2016	159	adult	SY	F	CORT_Dose	CORT_3d	3	5.63	18.53	41.3		Dex_or_nothing	B_S_D	150	37	31	218	250			provision	yes	17.5	29.1	117		440	
272107209	NY	CU2	35	2016	145	adult	SY	F	Stressor	Control	1	1.7	16.49	10.92		Dex_or_nothing	B_S_D	120	31	32	207	207			early_inc	no	22.5	29.1	117		464	
272107209	NY	CU2	35	2016	151	adult	SY	F	Stressor	Control	2	1.79				Dex_or_nothing	B_S_D	135			205				late_inc	no	22				431	
272107210	NY	CU2	74	2016	145	adult	SY	F	Stressor	High_Tape	1	2.13	34.48	8.57		Dex_or_nothing	B_S_D	135	36	32	199	225			early_inc	no	21	27.8	112		451	
272107210	NY	CU2	74	2016	151	adult	SY	F	Stressor	High_Tape	2	1.45				Dex_or_nothing	B_S_D	105			188				late_inc	yes	19.25				492	
272107210	NY	CU2	74	2016	160	adult	SY	F	Stressor	High_Tape	3	7.41	28.61	11.78		Dex_or_nothing	B_S_D	150	35	32	237	325			provision	yes	17.8	27.6	114		439	
272107211	NY	CU2	51	2016	146	adult	ASY	F	Stressor	Control	1	2.05	28.48	9.57		Dex_or_nothing	B_S_D	122	31	34	218	196			early_inc	no	22.5	28.2	117.5		453	
272107211	NY	CU2	51	2016	153	adult	ASY	F	Stressor	Control	2	5.35				Dex_or_nothing	B_S_D	210			231				late_inc	no	20				427	
272107211	NY	CU2	51	2016	159	adult	ASY	F	Stressor	Control	3	0.76	25.89	9.8		Dex_or_nothing	B_S_D	105	34	34	218	221			provision	no	19.2	28	117		535	
272107212	NY	CU2	123	2016	146	adult	SY	F	Stressor	Predator	1	0.47	40.64	11.02		Dex_or_nothing	B_S_D	105	31	36	175	241			early_inc	no	20	28	117		453	
272107212	NY	CU2	123	2016	152	adult	SY	F	Stressor	Predator	2	3.6				Dex_or_nothing	B_S_D	180			179				late_inc	yes	17.75				462	
272107213	NY	CU2	97	2016	146	adult	SY	F	Stressor	Predator	1	2.02	20.34	6.84		Dex_or_nothing	B_S_D	120	36	41	246	311			early_inc	no	21.5	28.1	116		455	
272107213	NY	CU2	97	2016	153	adult	SY	F	Stressor	Predator	2	2.43				Dex_or_nothing	B_S_D	120			222				late_inc	yes	21.25				497	
272107213	NY	CU2	97	2016	160	adult	SY	F	Stressor	Predator	3	17.19	27.03	5.49		Dex_or_nothing	B_S_D	90	37	35	225	263			provision	yes	18.75	28.3	114		442	
272107214	NY	CU2	94	2016	146	adult	ASY	F	CORT_Dose	CORT_6d	1	0.89	25.86	12.93		Dex_or_nothing	B_S_D	115	38		212	305			early_inc	no	24	27.1	115		467	
272107214	NY	CU2	94	2016	153	adult	ASY	F	CORT_Dose	CORT_6d	2	51.86				Dex_or_nothing	B_S_D	150			211				late_inc	yes	22				465	
272107215	NY	CU2	82	2016	146	adult	SY	F	Stressor	Control	1	1.88	13.03			Dex_or_nothing	B_S_D	90	36		212	226			early_inc	no	21.75				534	Died suddently just after stress bleed; band number written down incorrectly
272107216	NY	CU2	98	2016	147	adult	SY	F	CORT_Dose	CORT_3d	1	0.24	14.34	5.73		Dex_or_nothing	B_S_D	100	31	31	188	227			early_inc	no	22.5	28.9	116		527	
272107216	NY	CU2	98	2016	153	adult	SY	F	CORT_Dose	CORT_3d	2	21.76				Dex_or_nothing	B_S_D	90			210				late_inc	yes	20.5				505	
272107216	NY	CU2	98	2016	162	adult	AHY	F	CORT_Dose	CORT_3d	3	23.96	16.63	12.46		Dex_or_nothing	B_S_D	160	30	34	235	246			provision	yes	16	28.4	113		444	
272107217	NY	CU2	109	2016	147	adult	ASY	F	Stressor	Predator	1	0.49	13.56	7.22		Dex_or_nothing	B_S_D	125	32	31	245	272			early_inc	no	23	28.3	114		463	
272107217	NY	CU2	109	2016	153	adult	ASY	F	Stressor	Predator	2	6.1				Dex_or_nothing	B_S_D	135			217				late_inc	yes	21.5				435	
272107217	NY	CU2	109	2016	162	adult	ASY	F	Stressor	Predator	3	0.8	44.98	12.06		Dex_or_nothing	B_S_D	150	30	30	147	287			provision	yes	16.25	28.5	116		458	
272107219	NY	CU4	95	2016	148	adult	ASY	F	Stressor	Low_Tape	1	1.14	21.76	6.46		Dex_or_nothing	B_S_D	105	36	38	196	223			early_inc	no	21	28.5	119		491	
272107219	NY	CU4	95	2016	154	adult	ASY	F	Stressor	Low_Tape	2	3.08				Dex_or_nothing	B_S_D	105			286				late_inc	yes	20.5				600	
272107219	NY	CU4	95	2016	163	adult	ASY	F	Stressor	Low_Tape	3	6.75	34.55	5.46		Dex_or_nothing	B_S_D	105	32	34	245	268			provision	yes	19.75	28.3	117		441	
272107221	NY	CU4	66	2016	150	adult	ASY	F	Stressor	Predator	1	0.58	11.02	10.71		Dex_or_nothing	B_S_D	80	32	30	159	243			early_inc	no	24	28.9	120		435	
272107221	NY	CU4	66	2016	156	adult	ASY	F	Stressor	Predator	2	1.26				Dex_or_nothing	B_S_D	120			249				late_inc	yes	24.5				558	
272107221	NY	CU4	66	2016	163	adult	ASY	F	Stressor	Predator	3	11.26	18.28	11.14		Dex_or_nothing	B_S_D	110	30	33	222	228			provision	yes	19.25	28.8	119		457	
272107222	NY	CU4	65	2016	150	adult	SY	F	Stressor	Control	1	2.26	23.19	9.6		Dex_or_nothing	B_S_D	100	32	32	209	220			early_inc	no	23.5	28.3	115		492	
272107222	NY	CU4	65	2016	156	adult	SY	F	Stressor	Control	2	1.98				Dex_or_nothing	B_S_D	90			250				late_inc	no	22				549	
272107223	NY	CU2	79	2016	153	adult	SY	F	Stressor	Control	1	1.51	25.73	11.61		Dex_or_nothing	B_S_D	90	37	29	217	225			early_inc	no	20.5	25.4	116		536	"Eggs cold, fake egg pulled particully out of the nest hole (may 30th) - Tried to catch on june 4th but eggs were all gone from predation"
272107224	NY	CU2	3	2016	154	adult	SY	F	CORT_Dose	CORT_6d	1	5.55	41.87	16.31		Dex_or_nothing	B_S_D	145	29	32	252	203			early_inc	no	21.5	28.4	118		465	
272107225	NY	CU2	23	2016	156	adult	AHY	M	Stressor	Mate_Low_Tape	1	3.89	27.68	14.69		Dex_or_nothing	B_S_D	165	33	31	215	158			provision	no	19.5	30	121		501	
272107226	NY	CU2	53	2016	157	adult	AHY	M	Stressor	Mate_Low_Tape	1	1.43	22.46	5.89		Dex_or_nothing	B_S_D	120	31	33	209	207			provision	no	20.6	29.6	117		441	
272107230	NY	CU2	113	2016	159	adult	AHY	M	CORT_Dose	Mate_DMSO_6d	1	3.13	46.29	14.1		Dex_or_nothing	B_S_D	166	29	31	195	233			provision	no	19.1	28.9	121		441	
272107231	NY	CU2	110	2016	160	adult	SY	F	Stressor	Medium_Tape	1	3.21	18.98	6.96		Dex_or_nothing	B_S_D	80	37	30	204	235			early_inc	no	19.25	28.3	116		433	
272107233	NY	CU2	44	2016	162	adult	AHY	M	CORT_Dose	Mate_DMSO_6d	1	3.25	58.28	13.56		Dex_or_nothing	B_S_D	140	31	30	231	192			provision	no	19	29	118		528	
272107299	NY	CU2	65	2016	156	adult	AHY	M	Stressor	Mate_Predator	1	3.86	46.67	24.04		Dex_or_nothing	B_S_D	165	33	36	255	237			provision	no	18.8	28.7	120		509	
272107300	NY	CU2	29	2016	153	adult	SY	F	Stressor	Low_Tape	1	5	20.9	7.45		Dex_or_nothing	B_S_D	105	30	34	222	242			early_inc	no	19.5	28.4	115		478	
272107300	NY	CU2	29	2016	159	adult	SY	F	Stressor	Low_Tape	2	0.49				Dex_or_nothing	B_S_D	115			211				late_inc	yes					429	measurement info missing from unit 2 binder
272107401	NY	CU2	12	2016	148	adult	SY	F	Stressor	High_Tape	1	1.66	24.29	13.62		Dex_or_nothing	B_S_D	105	30	32	176	235			early_inc	no	22	28.1	113		434	
272107402	NY	CU2	44	2016	148	adult	SY	F	CORT_Dose	DMSO_6d	1	0.69	25.31	8.3		Dex_or_nothing	B_S_D	120	37	31	196	226			early_inc	no	23	28.6	115		442	
272107402	NY	CU2	44	2016	154	adult	SY	F	CORT_Dose	DMSO_6d	2	6.21				Dex_or_nothing	B_S_D	180			212				late_inc	no	22.5				458	
272107402	NY	CU2	44	2016	162	adult	SY	F	CORT_Dose	DMSO_6d	3	1.1	32.59	6.35		Dex_or_nothing	B_S_D	140	31	29	213	272			provision	no	17.25	28.5	114		517	
272107403	NY	CU2	59	2016	149	adult	SY	F	CORT_Dose	DMSO_6d	1	2.04	9.95	6.53		Dex_or_nothing	B_S_D	110	33	37	202	224			early_inc	no	21.5	28.2	114		456	
272107403	NY	CU2	59	2016	156	adult	SY	F	CORT_Dose	DMSO_6d	2	5.45				Dex_or_nothing	B_S_D	240			250				late_inc	no	20.25				444	
272107403	NY	CU2	59	2016	163	adult	SY	F	CORT_Dose	DMSO_6d	3	6.78	30.82	9.69		Dex_or_nothing	B_S_D	180	34	38	192	236			provision	no	18.25	28.6	115		542	
272107404	NY	CU2	75	2016	149	adult	AHY	M	CORT_Dose	Mate_DMSO_6d	1	2.28				Dex_or_nothing	B_S_D	150			172				provision	no	20.5	29.6	118		490	"Caught accidentally, took incomplete measurements/data"
272107405	NY	CU2	91	2016	149	adult	ASY	F	CORT_Dose	CORT_3d	1	2.81	14.89	8.23		Dex_or_nothing	B_S_D	115	35	35	192	204			early_inc	no	21	27.8	110		499	
272107405	NY	CU2	91	2016	155	adult	ASY	F	CORT_Dose	CORT_3d	2	29.05				Dex_or_nothing	B_S_D	115			207				late_inc	yes	19				449	
272107408	NY	CU2	15	2016	155	adult	AHY	M	Stressor	Mate_Control	1	2.98	28.74	10.86		Dex_or_nothing	B_S_D	150	36	31	215	197			provision	no	19.5	28.8	119		501	
272107409	NY	CU2	115	2016	164	adult	AHY	M	CORT_Dose	Mate_DMSO_6d	1	6.36	49.6	11.07		Dex_or_nothing	B_S_D	150	32	31	220	195			provision	no	18	28.2	115		489	Old band removed from male (2351-20647) - New band has not been found in the inventary
272107464	NY	CU4	11	2016	156	adult	ASY	F	Stressor	Predator	1	1.19	9.89	5.65		Dex_or_nothing	B_S_D	110	34	32	216	135			early_inc	no	22	28.5	118		432	
272107502	NY	CU2	45	2016	158	adult	SY	F	Stressor	Predator	1	0.82	42.26	19.81		Dex_or_nothing	B_S_D	125	31	34	174	256			early_inc	no	21.2	29.2	112		442	
272107503	NY	CU2	88A	2016	159	adult	SY	M	Stressor	Mate_Predator	1	1.6	24.15	18.6		Dex_or_nothing	B_S_D	130	31	30	173	223			provision	no	19.9	29	120		571	
272107599	NY	CU4	97	2016	164	adult	SY	F	Stressor	Control	1	3.03	64.08	10.97		Dex_or_nothing	B_S_D	120	32	34	223	222			early_inc	no	20	28.4	116		457	
272107599	NY	CU4	97	2016	170	adult	SY	F	Stressor	Control	2	1.7				Dex_or_nothing	B_S_D	105			221				late_inc	no	21				481	Telomere position not marked in plasma log
272107599	NY	CU4	97	2016	179	adult	SY	F	Stressor	Control	3	2.22	34.6	5.63		Dex_or_nothing	B_S_D	90	32	26	212	241			provision	no	19.5	28.4	118		536	
272107600	NY	CU2	83	2016	159	adult	AHY	M	Stressor	Mate_High_Tape	1	3.51	46.78	10.18		Dex_or_nothing	B_S_D	125	45	32	215	238			provision	no	18.6	29.3	119		545	
272107601	NY	CU4	91	2016	154	adult	AHY	M	CORT_Dose	Mate_DMSO_6d	1	3.22	46.96	26.73		Dex_or_nothing	B_S_D	120	31	36	207	327			provision	no	22.5	29.2	120		455	
272107602	NY	CU4	71	2016	154	adult	SY	F	Stressor	Low_Tape	1	3.52	12.05	5.42		Dex_or_nothing	B_S_D	130	32	36	205	228			early_inc	no	20.5	28.2	116		558	
272107603	NY	CU2	59	2016	163	adult	AHY	M	CORT_Dose	Mate_DMSO_6d	1	13.36	102.24	23.81		Dex_or_nothing	B_S_D	110	37	32	251	216			provision	no	18	28.6	119		455	
272107606	NY	CU2	28	2016	167	adult	SY	F	Stressor	Control	1	0.43	46.66	8.97		Dex_or_nothing	B_S_D	150	33	32	197	259			early_inc	no	18.4	28	115		495	
272107606	NY	CU2	28	2016	173	adult	SY	F	Stressor	Control	2	1.12				Dex_or_nothing	B_S_D	130			235				late_inc	no	21				576	
272107606	NY	CU2	28	2016	184	adult	SY	F	Stressor	Control	3	3.53	39.2	9.68		Dex_or_nothing	B_S_D	150	30	30	234	224			provision	no	19	28.7	116		420	
272107701	NY	CU2	115	2016	150	adult	ASY	F	CORT_Dose	DMSO_6d	1	0.47	10.93	11.24		Dex_or_nothing	B_S_D	85	30	32	195	254			early_inc	no	23	28.3	114		553	
272107701	NY	CU2	115	2016	157	adult	ASY	F	CORT_Dose	DMSO_6d	2	0.72				Dex_or_nothing	B_S_D	90			203				late_inc	no	20.1				564	
272107701	NY	CU2	115	2016	164	adult	ASY	F	CORT_Dose	DMSO_6d	3	1.52	21.23	11.49		Dex_or_nothing	B_S_D	120	32	33	228	226			provision	no	19	28.1	114		473	
272107711	NY	CU4	84	2016	160	adult	AHY	M	CORT_Dose	Mate_CORT_3d	1	14.64	25.54	7.04		Dex_or_nothing	B_S_D	155	32	32	244	264			provision	no	20	28.6	126		492	
999999999	AK	McCarthy	175	2016	177	adult	AHY	M	Stressor	Mate_Low_Tape	1	4.87				Dex_or_nothing	B_S_D	135			198				provision	no					481	Escaped after baseline bleed- not banded
88004754	NY	CU2	64	2017	146	adult	SY	F	Color	Color_Dull	1					Dex_or_nothing	B_S_D	150	31	30	197	232			early_inc	no	20	28.4	115		522	
88004754	NY	CU2	64	2017	159	adult	SY	F	Color	Color_Dull	2					Dex_or_nothing	B_S_D	75	34	25	230	255			provision	yes	20	27.5	119		409	
177177110	AK	McCarthy	135	2017	160	adult	ASY	F	Stressor	Control	1	7.12	38.78	20.68		Dex_or_nothing	B_S_D	90	33	32	174	192			early_inc	no	23	28.5	115		378	
177177110	AK	McCarthy	135	2017	166	adult	ASY	F	Stressor	Control	2	4				Dex_or_nothing	B_S_D	110			247				late_inc	no	20.75				428	
177177110	AK	McCarthy	135	2017	173	adult	ASY	F	Stressor	Control	3	10.6	90.7	30.67		Dex_or_nothing	B_S_D	120	33	31	218	249			provision	no	18.25	28.4	115		417	
177177117	AK	McCarthy	176	2017	164	adult	ASY	F	Stressor	Predator	1	3.54	9.95	8.25		Dex_or_nothing	B_S_D	118	37	31	202	234			early_inc	no	21.25	27.9	117		379	dex sample lysed with chunks of red blood cells
177177117	AK	McCarthy	176	2017	170	adult	ASY	F	Stressor	Predator	2	2.09				Dex_or_nothing	B_S_D	120			196				late_inc	yes	20.75				478	
177177117	AK	McCarthy	176	2017	178	adult	ASY	F	Stressor	Predator	3	10.64	19.77	10.66		Dex_or_nothing	B_S_D	124	30	30	198	218			provision	yes	20	27.7	117		375	
177177165	AK	McCarthy	141	2017	158	adult	ASY	F	Stressor	Low_Tape	1	4.13	29.18	13.02		Dex_or_nothing	B_S_D	90	30	31	182	300			early_inc	no	21.75	28.8	120.5		428	
177177165	AK	McCarthy	141	2017	164	adult	ASY	F	Stressor	Low_Tape	2	6.41				Dex_or_nothing	B_S_D	161			227				late_inc	yes	19.75				370	
177177165	AK	McCarthy	141	2017	173	adult	ASY	F	Stressor	Low_Tape	3	6.09	34.89	14.89		Dex_or_nothing	B_S_D	123	33	34	171	209			provision	yes	18.5	28.1	119		358	
177177166	AK	Long_Lake	51	2017	159	adult	SY	F	Stressor	Low_Tape	1	5.16	46.57	14.77		Dex_or_nothing	B_S_D	70	32	30	169	229			early_inc	no	22	28.1	120.5		427	
177177167	AK	McCarthy	172	2017	162	adult	SY	F	Stressor	Low_Tape	1	7.99	25.84	10.58		Dex_or_nothing	B_S_D	120	32	30	241	242			early_inc	no	21	28.3	119		411	
177177167	AK	McCarthy	172	2017	168	adult	SY	F	Stressor	Low_Tape	2	11.08				Dex_or_nothing	B_S_D	100			219				late_inc	yes	17.75				391	
177177168	AK	McCarthy	164	2017	162	adult	SY	F	Stressor	Predator	1	3.18	20.5	10.47		Dex_or_nothing	B_S_D	83	36	34	174	197			early_inc	no	22.75	28.3	116.5		426	
177177168	AK	McCarthy	164	2017	169	adult	SY	F	Stressor	Predator	2	13.7				Dex_or_nothing	B_S_D	135			207				late_inc	yes	20.5				435	
177177168	AK	McCarthy	164	2017	178	adult	SY	F	Stressor	Predator	3	7.12	38.94	8.01		Dex_or_nothing	B_S_D	124	32	30	230	235			provision	yes	19.75	28.5	113		415	
177177169	AK	McCarthy	185	2017	162	adult	ASY	F	Stressor	Control	1	3.01	27.32	10.76		Dex_or_nothing	B_S_D	160	35	38	221	226			early_inc	no	23	28.4	120		470	
177177169	AK	McCarthy	185	2017	168	adult	ASY	F	Stressor	Control	2	1.87				Dex_or_nothing	B_S_D	163			246				late_inc	no	21				493	
177177169	AK	McCarthy	185	2017	178	adult	ASY	F	Stressor	Control	3	3.47	24.67	7.08		Dex_or_nothing	B_S_D	150	46	31	203	231			provision	no	20.25	28.7	120		521	
177177170	AK	McCarthy	113	2017	162	adult	ASY	F	Stressor	Low_Tape	1	2.23	49.82	14.09		Dex_or_nothing	B_S_D	96	35	35	206	163			early_inc	no	20.75	27.7	114.5		524	
177177170	AK	McCarthy	113	2017	168	adult	ASY	F	Stressor	Low_Tape	2	7.8				Dex_or_nothing	B_S_D	82			269				late_inc	yes	16.5				531	
177177170	AK	McCarthy	113	2017	180	adult	ASY	F	Stressor	Low_Tape	3	0.68	48.72	27.87		Dex_or_nothing	B_S_D	107	31	32	215	243			provision	yes	18.5	27.8	113		469	
177177172	AK	McCarthy	148	2017	164	adult	ASY	F	Stressor	Low_Tape	1	3.73	34.09	10.12		Dex_or_nothing	B_S_D	152	30	35	178	280			early_inc	no	21.5	28.4	120		463	
177177172	AK	McCarthy	148	2017	170	adult	ASY	F	Stressor	Low_Tape	2	2.84				Dex_or_nothing	B_S_D	115			197				late_inc	yes	19.75				429	
177177172	AK	McCarthy	148	2017	178	adult	ASY	F	Stressor	Low_Tape	3	4.76	34.1	6.79		Dex_or_nothing	B_S_D	150	33	33	188	277			provision	yes	21	28.3	119.5		532	
177177180	AK	Long_Lake	50	2017	192	adult	AHY	M	Stressor	Mate_Predator	1					Dex_or_nothing	B_S_D	75	31	31	239	225			provision	no	20.5	28.8	119		523	
177177189	AK	Long_Lake	19	2017	173	adult	AHY	M	Stressor	Mate_Low_Tape	1					Dex_or_nothing	B_S_D	143	33	31	233	183			provision	no	18.5	26.4	124		440	
177177208	AK	Long_Lake	19	2017	159	adult	ASY	F	Stressor	Low_Tape	1	2.03	48.78	11.21		Dex_or_nothing	B_S_D	125	30	30	175	204			early_inc	no	22.75	28.1	118		435	
177177208	AK	Long_Lake	19	2017	165	adult	ASY	F	Stressor	Low_Tape	2	6.8				Dex_or_nothing	B_S_D	160			239				late_inc	yes	19.75				390	
177177208	AK	Long_Lake	19	2017	173	adult	ASY	F	Stressor	Low_Tape	3	4.64	22.03			Dex_or_nothing	B_S_D	135	32		215	210			provision	yes	19.75	28.9	117		429	"Female capture #3, unable to get a dex bleed."
177177210	AK	Long_Lake	20	2017	167	adult	ASY	F	Stressor	Low_Tape	1	1.75	61.18	10.74		Dex_or_nothing	B_S_D	90	32	30	218	252			early_inc	no	21.5	28.3	120		468	
177177210	AK	Long_Lake	20	2017	173	adult	ASY	F	Stressor	Low_Tape	2	4.53				Dex_or_nothing	B_S_D	96			225				late_inc	yes	19.75				399	
177177210	AK	Long_Lake	20	2017	181	adult	ASY	F	Stressor	Low_Tape	3	9.55	16.05	11.46		Dex_or_nothing	B_S_D	90	30	32	209	221			provision	yes	20	28.5	119.5		450	
177177215	AK	McCarthy	148	2017	178	adult	AHY	M	Stressor	Mate_Low_Tape	1					Dex_or_nothing	B_S_D	89	30	31	145	217			provision	no	19.5	28.8	121		509	
177177216	AK	McCarthy	168	2017	175	adult	AHY	M	Stressor	Mate_Control	1					Dex_or_nothing	B_S_D	160	31	32	181	212			provision	no	19.75	27.9	123.5		462	
177177229	AK	McCarthy	147	2017	168	adult	SY	F	Stressor	Predator	1	5.41	46.82	34.72		Dex_or_nothing	B_S_D	162	33	30	256	198			early_inc	no	18.25	26.6	107.5		478	got a male RFID
177177229	AK	McCarthy	147	2017	174	adult	SY	F	Stressor	Predator	2	1.01				Dex_or_nothing	B_S_D	90			211				late_inc	yes	18				436	
177177229	AK	McCarthy	147	2017	183	adult	SY	F	Stressor	Predator	3	1.36	24.65	15.94		Dex_or_nothing	B_S_D	93	30	31	214	195			provision	yes	16.75	26.8	107.5		516	
